|ReviewDate|ReviewRating|ReviewText|ReviewTitle
175|on april 16, 2016|2.0 out of 5 stars|"avoid!
            
            i bought despite the reviews only because this was the only software program for which i could find verified information online that handles the new affordable care act (obamacare) completely, and still allows for a deduction of these paid premiums for self employed health insurance deduction. and i can confirm this option is in the software with a slot to add the deduction. hr block's software failed miserably to allow this option last year (2014 return) so i went with turbotax (tt) this year.
            

            unfortunately, the tt install was less than smooth, took forever, and although the program did install and run, the interface is not as smooth as prior years nor as good as hr& block. also, it did import the hr block return from last year, but it left out lots of information - my vehicles, my home office measurements, deduction and details, and the usual stuff most tax software carries forward for business owners so you don't have to laboriously re-enter it. and i'm just getting started so there's bound to be more stuff the software just forgot to import. that alone is probably going to make me buy something else this weekend and get the return done before the deadline. what a hassle.
            

            a properly detailed prior-year import is important because often the irs ask questions like ""what was the date you put this vehicle in service?"" for business owners like me. well, every tax program i have been using the last 15 years imports all this stuff from the prior year, regardless of the software brand i used the prior year. ive tried every tax software out there. now turbotax is asking me to start over and put all this info about my vehicles in again. that means more work for me to have to go into my files and look up the exact date i put honda vehicle into service.
            

            this amounts to nothing more than sloppy programing on the part of intuit, the company that is supposed to be experts at this sort of thing.
            
            unless you have some glaring reason to use tt for this year's return, i'd say start with the others first.
            

            it's just not in-tuit-tive any longer."|no longer in-tuit-tive
176|on april 16, 2016|1.0 out of 5 stars|beware! the information on the turbo tax box represents a false impression!! you will not be able to e-file both your state and federal returns!! then intuit turbo tax will also gouge you by upping the filing fee once you begin using the program! i am don't expect something for nothing, but i do expect a company to be fair and clear in their descriptions on product packaging!! i have gotten the same deductions reading the instructions using the paper forms and mailing them myself as i have done for 47 years!!|do not buy until you read the reviews
177|on april 15, 2016|5.0 out of 5 stars|worked well another tax year!!|worked well another tax year!
178|on april 15, 2016|3.0 out of 5 stars|"this is my first year using the mac download option of turbotax, instead of the online version, and i really prefer it. it's great that you can save the return on your computer, and this version generally performs faster and you can work more efficiently compared to the online version.
            

            however, it's a real shame that this product charges so much extra for state e-file. to get around this, you have to print your state return(s) and snail mail them -- in 2016 this is an unnecessary waste of paper, postage, and time!
            

            now that my fed taxes have been filed, i received a letter from the irs saying i did not include the required form 8962 for my health insurance. this is despite filling out all of the information and entering my form 1095-a into turbotax. after searching, i found many other tt users have received this letter as well. there is a bug in the software, and the workaround requires deleting your healthcare worksheet and starting over with this section, then printing the missing forms and mailing to the irs. not fun at all."|it's great, except when it isn't
179|on april 15, 2016|2.0 out of 5 stars|please be aware - if you need an additional state, it will cost you and additional $44.99.  this charge does not include e-filing.|please be aware - if you need an additional state ...
180|on april 15, 2016|4.0 out of 5 stars|provided all the forms needed, except the state estimated tax forms for 2016|four stars
181|on april 15, 2016|5.0 out of 5 stars|gets the job done with no muss and very little fuss.  i'd be lost without it.|five stars
182|on april 15, 2016|5.0 out of 5 stars|the best tax software on the market, bar none.  i use it every year, and get my maximum refund (or lowest tax bill) with the confidence that all is accurate and soundly acceptable.|the very best
183|on april 15, 2016|5.0 out of 5 stars|i have been using turbotax for tax return for many years. i simply love this product. the software makes tax return very very easy for people as lazy as i am. highly recommend.|easy to use
184|on april 15, 2016|3.0 out of 5 stars|"this is an ok product. i used it to prepare my taxes and file them electronically before i wrote this review. many of the reviews here are posted in nov, dec and january before they have used the product and even have the tax forms from their work place and from their bank.  i don't understand how you can rate a product and not even use it unless you are just looking for votes on amazon.
            

            following the instructions was ok until i got an error message that i did not enter a cell on my w2 correctly into the software. it was entered correctly and the software showed this as an error as last year the box had data in it. federal law had changed and now a new form is required if you have medical health care insurance from work. i had to leave the page for guided entry that i was working on and go find the new form in the software and check it. oddly enough the form was there and filled out correctly and now the error message had disappeared on its own.
            

            i then found out that i could not return to the location in the software that i had been working on. i wasted a hour of time trying to find the right spot to continue entering data again using the guided preparation method. this should be easier to return back to the same location but i just didn’t know how to do it.
            

            i got my taxes done but i was still frustrated over wasting my time. filing taxes is a pita and having software issues after paying money for a program that is supposed to be correct is not a good performance in my mind. based on the several issues i had i rated this at 3 stars."|an ok product but still some issues and does the price have to continue to go up?
